,year,song,artists,rank,artist1,artist2,artist3,artist4,lyrics,genre,artist_type,lyrics_sentiment,sentiment
143,2016,Work,Rihanna / Drake,4,Rihanna,Drake,,,"Work, work, work, work, work, work
You see me I be
Work, work, work, work, work, work
You see me, do me
Dirt, dirt, dirt, dirt, dirt, dirt
For some of that
Work, work, work, work, work, work
For you I got
Love, love, love, love, love, love
When I came for my
Turn, turn, turn, turn, turn, turn

Join me, I deserved it
No time to have you lurking
If I got right then you might like it
You know I dealt with you the nicest
Nobody touch me, I'm the righteous
Nobody text me in a crisis

I believed all of your dreams are fruition
You took my heart and my keys and my vision
You took my heart off my sleeve, a decoration
You mistaken my love I brought for you for foundation

All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been

But I wake up and everything's wrong
Just get ready for work, work, work, work, work, work
You see me I be
Work, work, work, work, work, work
You see me, do me
Dirt, dirt, dirt, dirt, dirt, dirt
For some of that
Work, work, work, work, work, work

Duh, duh, duh, duh
For you I got
Nah, nah, nah, nah, nah, nah
Before the tables turned, turned, turned, turned

Begging, something please
Baby, don't you leave
Don't leave me stuck here in the streets (no, no)

If I get another chance to
I will never, no never neglect you
I mean, who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm trying baby

I been work, work, work, work, work, work
You see me I be
Work, work, work, work, work, work
You see me, do me
Dirt, dirt, dirt, dirt, dirt, dirt
For some of that
I work, work, work, work, work, work
For you I got
Love, love, love, love, love, love
When I came for my
Turn, turn, turn, turn, turn, turn

Yeah, okay
You need to get done, done, done, done
That'll work, come over
We just need that slow the motion
Don't give that away to no one

Long distance, I need you
When I see potential I just gotta see it through
If you had a twin I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over

Sorry if I'm way less friendly
I got niggas tryna end me
Oh yeah, I spilled all my emotions tonight, I'm sorry
Rolling, rolling, rolling, rolling, rolling
How many more shots until you're rolling?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the

Work, work, work, work, work, work
You see me I be
Work, work, work, work, work, work
You see me, do me
Dirt, dirt, dirt, dirt, dirt, dirt
For some of that
Work, work, work, work, work, work
For you I got
Love, love, love, love, love, love
When I came for my
Turn, turn, turn, turn, turn, turn

Work, work, work",Music,Collab,0.20828869047619047,1
144,2016,Stressed Out,twenty one pilots,5,twenty one pilots,,,,"I wish I found some better sounds no one's ever heard
I wish I had a better voice that sang some better words
I wish I found some chords in an order that is new
I wish I didn't have to rhyme every time I sang

I was told when I get older all my fears would shrink
But now I'm insecure and I care what people think
My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
We're stressed out

Sometimes a certain smell will take me back to when I was young
How come I'm never able to identify where it's coming from?
I'd make a candle out of it if I ever found it
Try to sell it, never sell out of it, I'd probably only sell one

It'd be to my brother, 'cause we have the same nose
Same clothes, home-grown, a stone's throw from a creek we used to roam
But it would remind us of when nothing really mattered
Out of student loans and tree-house homes, we all would take the latter

My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time, to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time, to the good ol' days
When our mama sang us to sleep but now we're stressed out

We used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying, ""Wake up, you need to make money"", yeah

We used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying, ""Wake up, you need to make money"", yeah

Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out
Wish we could turn back time to the good ol' days
When our mama sang us to sleep but now we're stressed out

We used to play pretend, used to play pretend, money
We used to play pretend, wake up, you need the money
Used to play pretend, used to play pretend, money
We used to play pretend, wake up, you need the money

Used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space but now they're laughing at our face
Saying ""Wake up, you need to make money"", yeah",Alternative Rap,Group,0.20749528249528248,1
145,2016,Panda,Desiigner,6,Desiigner,,,,"This what they all been waiting for
I guess so
They been waiting for this shit for a long time didn’t they
I'mma give it everything I got
Ayo Dougie park that X6 around the corner
Aye I'm just feeling my vibe right now
I'm feeling myself

Panda, panda
Panda, panda, panda, panda, panda

I got broads in Atlanta
Twisting dope, lean and the Fanta
Credit cards and the scammers
Hitting off licks in the bando

Black X6, Phantom
White X6 looks like a panda
Going out like I'm Montana
Hundred killers, hundred hammers

Black X6, Phantom
White X6, panda
Pockets swole, Danny
Selling bar, candy

Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga pull up ya panty
Hope you killas understand me

I got broads in Atlanta
Twisting dope, lean and the Fanta
Credit cards and the scammers
Hitting off licks in the bando

Black X6, Phantom
White X6 looks like a panda
Going out like I’m Montana
Hundred killers, hundred hammers

Black X6, Phantom
White X6, panda
Pockets swole, Danny
Selling bar, candy

Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga pull up ya panty
Hope you killas understand me

Hey
Panda, panda
Panda, panda, panda, panda, panda, panda, panda, panda

I got broads in Atlanta
Twisting dope, lean and shit sipping Fanta
Credit cards and the scammers
Wake up Versace shit, life Desiigner

Whole buncha lavish shit
They be asking round town who be clappin' shit
I pullin' up stuff in the Phantom ship
I got plenty of stuff of Bugatti whip look how I drive this shit

Black X6, Phantom
White X6, killing on camera
Pop a Perc, I can't stand up
Gorilla, they come and kill you with bananas

Four fillas, they finna pull up in the Phantom
Know niggas, they come and kill you on the camera
Big Rollie, it dancing bigger than a Pandie
Go Oscar for Grammy, bitch pull up your panty

Fill up I'mma flip it
I got bitches pull up and they get it
I got niggas that's counting for digits
Say you make you a lot of new money

Know some killers pull off and they in the Wraith
CTD,pull up in the killer Bape
Call up Phillip-Phillip, gon' fill the bank, niggas up in the bank
We gon' drill the bank, fuck we gon' kill the bank, get it

I got broads, yeah I get it
I get cards yea I shitted, this how I live it
Did it all for a ticket
Now Flex drop bombs when he spin it
And Bobby gon' trend it

Jeff The Don doing business
Zana Ray fucking up shit and she doin' her business
I be getting to the chicken
Counting to the chicken
And all of my niggas gon' split it

Panda, panda
Panda, panda, panda, panda, panda

I got broads in Atlanta
Twisting dope, lean and the Fanta
Credit cards and the scammers
Hitting off licks in the bando

Black X6, Phantom
White X6 looks like a panda
Going out like I'm Montana
Hundred killers, hundred hammers

Black X6, Phantom
White X6, panda
Pockets swole, Danny
Selling bar, candy

Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga pull up ya panty
Hope you killas understand me

I got broads in Atlanta
Twisting dope, lean and the Fanta
Credit cards and the scammers
Hitting off licks in the bando

Black X6, Phantom
White X6 looks like a panda
Going out like I’m Montana
Hundred killers, hundred hammers

Black X6, Phantom
White X6, panda
Pockets swole, Danny
Selling bar, candy

Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga pull up ya panty
Hope you killas understand me

Panda, panda
Panda, panda, panda, panda, panda, panda, panda, panda",Hip Hop/Rap,male,-0.11087662337662336,0
146,2016,Hello,Adele,7,Adele,,,,"Hello, it's me
I was wondering if after all these years
You'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who
We used to be
When we were younger and free
I've forgotten how it felt
Before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must have called a thousand times
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore

Hello, how are you?
It's so typical of me to talk
About myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side
(Other side)
I must have called a thousand times
(Thousand times)
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
(Outside)
At least I can say that I've tried
(I've tried)
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore

Ooh, anymore
Ooh, anymore
Ooh, anymore
Anymore

Hello from the other side
(Other side)
I must have called a thousand times
(Thousand times)
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
(Outside)
At least I can say that I've tried
(I've tried)
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore",Pop,female,-0.14109195402298852,0
147,2016,Don't Let Me Down,The Chainsmokers / Daya,8,The Chainsmokers,Daya,,,"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name but you're not around
I say your name but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now
It's in my head, darling I hope
That you'll be here, when I need you the most
So don't let me, don't let me, don't let me down
D-Don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down

R-r-running out of time
I really thought you were on my side
But now there's nobody by my side

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now
It's in my head, darling I hope
That you'll be here, when I need you the most
So don't let me, don't let me, don't let me down
D-Don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, down, down
Don't let me down, down, down
Don't let me down, don't let me down, down, down

Oh, I think I'm losing my mind now, yeah, yeah, yeah
Oh, I think I'm losing my mind now, yeah, yeah

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now
It's in my head, darling I hope
That you'll be here, when I need you the most
So don't let me, don't let me, don't let me down
Don't let me down

Yeah, don't let me down
Yeah, don't let me down
Don't let me down, oh no
Said don't let me down
Don't let me down
Don't let me down
Don't let me down, down, down",Dance,Collab,-0.04945533769063184,0
148,2016,Can't Stop The Feeling!,Justin Timberlake,9,Justin Timberlake,,,,"I got this feeling inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flying up, no ceiling, when we in our zone

I got that sunshine in my pocket
Got that good soul in my feet
I feel that hot blood in my body when it drops (ooh)
I can't take my eyes up off it, moving so phenomenally
Room on lock the way we rock it, so don't stop

Under the lights when everything goes
Nowhere to hide when I'm getting you close
When we move, well, you already know
So just imagine (just imagine, just imagine)

Nothing I can see but you when you dance, dance, dance
Feeling good, good, creeping up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leaving soon, so keep dancing

I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling
So just dance, dance, dance, come on

Ooh, it's something magical
It's in the air, it's in my blood, it's rushing on
I don't need no reason, don't need control
I fly so high, no ceiling, when I'm in my zone

'Cause I got that sunshine in my pocket
Got that good soul in my feet
I feel that hot blood in my body when it drops (ooh)
I can't take my eyes up off it, moving so phenomenally
Room on lock the way we rock it, so don't stop

Under the lights when everything goes
Nowhere to hide when I'm getting you close
When we move, well, you already know
So just imagine (just imagine, just imagine)

Nothing I can see but you when you dance, dance, dance
Feeling good, good, creeping up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leaving soon, so keep dancing

I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling, yeah
So keep dancing, come on

Oh yeah
I can't stop the, I can't stop the
I can't stop the, I can't stop the
I can't stop the feeling

Nothing I can see but you when you dance, dance, dance
(I can't stop the feeling)
Feeling good, good, creeping up on you
So just dance, dance, dance, come on
(I can't stop the feeling)
All those things I shouldn't do
But you dance, dance, dance
(I can't stop the feeling)
And ain't nobody leaving soon, so keep dancing

Everybody sing
(I can't stop the feeling)
Got this feeling in my body
(I can't stop the feeling)
Got this feeling in my body
(I can't stop the feeling)
Wanna see you move your body
(I can't stop the feeling)
Got this feeling in my body

Break it down
Got this feeling in my body
Can't stop the feeling
Got this feeling in my body, come on",Pop,male,0.5252777777777778,1
149,2016,Closer,The Chainsmokers / Halsey,10,The Chainsmokers,Halsey,,,"Hey, I was doing just fine just before I met you
I drink too much and that's an issue but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke down car and
Four years, no calls
Now you're looking pretty in a hotel bar and
I can't stop
No, I-I-I-I can't stop

So baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

You look as the good as the day as I met you
I forgot just why I left you, I was insane
Stay and play that Blink-One Eighty-Two song
That we beat to death in Tucson, okay?

I know it breaks your heart
I moved to the city in a broke down car and
Four years, no calls
Now I'm looking pretty in a hotel bar and
I can't stop
No, I-I-I-I can't stop

So baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

So baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older (we ain't ever getting older)
We ain't ever getting older (we ain't ever getting older)
We ain't ever getting older (we ain't ever getting older)
We ain't ever getting older

We ain't ever getting older
No we ain't ever getting older",Pop,Collab,0.16083900226757375,1
150,2016,Cheap Thrills,Sia / Sean Paul,11,Sia,Sean Paul,,,"Come on, come on, turn the radio on
It's Friday night and I won't be long
Gotta do my hair, put my make-up on
It's Friday night and I won't be long

Till I hit the dance floor
Hit the dance floor
I got all I need
No, I ain't got cash
I ain't got cash
But I got you, baby

Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)
Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)

I don't need no money
As long as I can feel the beat
I don't need no money
As long as I keep dancing

Come on, come on, turn the radio on
It's Saturday and I won't be long
Gotta paint my nails, put my high heels on
It's Saturday and I won't be long

Till I hit the dance floor
Hit the dance floor
I got all I need
No, I ain't got cash
I ain't got cash
But I got you, baby

Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)
Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)

I don't need no money
As long as I can feel the beat
I don't need no money
As long as I keep dancing

(I love cheap thrills)
(I love cheap thrills)

I don't need no money
As long as I can feel the beat
I don't need no money
As long as I keep dancing, oh

Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)
Baby, I don't need dollar bills to have fun tonight
(I love cheap thrills)

I don't need no money
As long as I can feel the beat
I don't need no money
As long as I keep dancing

La, la, la, la, la, la
(I love cheap thrills)
La, la, la, la, la, la
(I love cheap thrills)
La, la, la, la, la, la
(I love cheap thrills)
La, la, la, la, la, la
(I love cheap thrills)",House,Collab,0.28279069767441867,1
151,2016,7 Years,Lukas Graham,12,Lukas Graham,,,,"Once I was seven years old my momma told me
Go make yourself some friends or you'll be lonely
Once I was seven years old

It was a big big world, but we thought we were bigger
Pushing each other to the limits, we were learning quicker
By eleven smoking herb and drinking burning liquor
Never rich so we were out to make that steady figure

Once I was eleven years old my daddy told me
Go get yourself a wife or you'll be lonely
Once I was eleven years old

I always had that dream like my daddy before me
So I started writing songs, I started writing stories
Something about the glory, just always seemed to bore me
'Cause only those I really love will ever really know me

Once I was 20 years old, my story got told
Before the morning sun, when life was lonely
Once I was 20 years old

I only see my goals, I don't believe in failure
'Cause I know the smallest voices, they can make it major
I got my boys with me at least those in favor
And if we don't meet before I leave, I hope I'll see you later

Once I was 20 years old, my story got told
I was writing about everything, I saw before me
Once I was 20 years old

Soon we'll be 30 years old, our songs have been sold
We've traveled around the world and we're still rolling
Soon we'll be 30 years old

I'm still learning about life
My woman brought children for me
So I can sing them all my songs
And I can tell them stories
Most of my boys are with me
Some are still out seeking glory
And some I had to leave behind
My brother I'm still sorry

Soon I'll be 60 years old, my daddy got 61
Remember life and then your life becomes a better one
I made the man so happy when I wrote a letter once
I hope my children come and visit, once or twice a month

Soon I'll be 60 years old, will I think the world is cold
Or will I have a lot of children who can warm me
Soon I'll be 60 years old
Soon I'll be 60 years old, will I think the world is cold
Or will I have a lot of children who can warm me
Soon I'll be 60 years old

Once I was seven years old, my momma told me
Go make yourself some friends or you'll be lonely
Once I was seven years old

Once I was seven years old",Pop/Rock,Not Found,0.051111111111111114,1
152,2016,Needed Me,Rihanna,13,Rihanna,,,,"Mustard on the beat ho

I was good on my own, that's the way it was, that's the way it was
You was good on the low for a faded fuck, on some faded love
Shit, what the fuck you complaining for?
Feeling jaded huh?
Used to trip off that shit I was kickin' to you
Had some fun on the run though I give it to you

But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage
Fuck your white horse and a carriage
Bet you never could imagine
Never told you you could have it

You needed me
Ooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooh, you needed me

You been rollin' around, shit I'm rollin' up
Light and roll it up
Break it down like a pound, shit was never us
Shit was never us
That's the real on the real, are you serious?
How you feel, how you feel?
Used to trip off that shit I was kickin' to ya
Had some fun on the run though, I give it to ya

But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage
Fuck your white horse and a carriage
Bet you never could imagine
Never told you you could have it

You needed me
Ooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooh, you needed me",Music,female,-0.08680555555555555,0
153,2016,My House,Flo Rida,14,Flo Rida,,,,"Open up the champagne, pop!
It's my house, come on, turn it up

Hear a knock on the door and the night begins
'Cause we done this before so you come on in
Make yourself at my home, tell me where you been
Pour yourself something cold, baby, cheers to this

Sometimes you gotta stay in
And you know where I live
Yeah, you know what we is
Sometimes you gotta stay in, in

Welcome to my house
Baby take control now
We can even slow down
We don't have to go out
Welcome to my house
Play that music too loud
Show me what you do now
We don't have to go out
Welcome to my house
Welcome to my house

Morning comes and you know that you wanna stay
Close the blinds, let's pretend that the time has changed
Keep our clothes on the floor, open up champagne
Let's continue tonight, come on, celebrate

Sometimes you gotta stay in
And you know where I live
Yeah, you know what is
Sometimes you gotta stay in, in

Welcome to my house
Baby take control now
We can't even slow down
We don't have to go out
Welcome to my house
Play that music too loud
Show me what you now
We don't have to go out
Welcome to my house
Welcome to my house

Welcome to my duck off the crib, the spot, the pad
But my house is your house if you throwin' it back
Excuse me if my home bringing the sad,
Soon as these happy faces land you can run with the cash
Homerun, slam dunk, touchdown, pass
Mi casa es tu casa so it ain't no holding back
Another shot of vodka, you know what's in my glass
It's my house, just relax

Welcome to my house
It's my house",Hip Hop/Rap,male,0.2773698523698524,1
154,2016,I Took A Pill In Ibiza,Mike Posner,15,Mike Posner,,,,"I took a pill in Ibiza
To show Avicii I was cool
And when I finally got sober, felt 10 years older
But fuck it, it was something to do
I'm living out in LA
I drive a sports car just to prove
I'm a real big baller 'cause I made a million dollars
And I spend it on girls and shoes

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs

I'm just a singer who already blew his shot
I get along with old timers
'Cause my name's a reminder of a pop song people forgot
And I can't keep a girl, no
'Cause as soon as the sun comes up
I cut 'em all loose and work's my excuse
But the truth is I can't open up

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs

I took a plane to my home town
I brought my pride and my guitar
All my friends are all gone but there's manicured lawns
And the people still think I'm a star
I walked around downtown
I met some fans on Lafayette
They said ""tell us how to make it 'cause we're getting real impatient""
So I looked 'em in the eye and said

You don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All that I know are sad songs, sad songs
Darling, all that I know are sad songs, sad songs",Dance,male,-0.2044916003536693,0
155,2016,Work From Home,Fifth Harmony / Ty Dolla $ign,16,Fifth Harmony,Ty Dolla $ign,,,"I ain't worried 'bout nothin'
I ain't wearin' na-nada
I'm sitting pretty, impatient
But I know you gotta
Put in them hours
I'mma make it harder
I'm sendin' pic after picture
I'mma get you fired

I know you're always on that night shift
But I can't stand these nights alone
And I don't need no explanation
'Cause baby you're the boss at home

You don't gotta go to work, work, work, work, work, work, work
But you gotta put in work, work, work, work, work, work, work
You don't gotta go to work, work, work, work, work, work, work
Let my body do the work, work, work, work, work, work, work
We can work from home, oh oh oh oh oh
We can work from home, oh oh oh oh oh

Let's put it into motion
I'mma give you a promotion
I'll make it feel like a vacay
Turn the bed into an ocean
We don't need nobody
I just need your body
Nothin' but sheets in between us
Ain't no gettin' off early

I know you're always on that night shift
But I can't stand these nights alone
And I don't need no explanation
'Cause baby you're the boss at home

You don't gotta go to work, work, work, work, work, work, work
But you gotta put in work, work, work, work, work, work, work
You don't gotta go to work, work, work, work, work, work, work
Let my body do the work, work, work, work, work, work, work
We can work from home, oh oh oh oh oh
We can work from home, oh oh oh oh oh

Oh, yeah
Girl gotta work for me
Can you make it clap?
No hands for me
Take it to the ground
Pick it up for me
Look back at it
All on for me
Put in work like my timesheet
She ride it like a '63
I'mma buy her no Celine
Let her ride in a foreign with me
Oh, she the bae, I'm her boo
And she down to break the rules
Ride or die, she gon' go
I won't judge, she finesse
I pipe her, she take that
Puttin' overtime on your body

You ain't gotta go to work, no

You don't gotta go to work, work, work, work, work, work, work
But you gotta put in work, work, work, work, work, work, work
You don't gotta go to work, work, work, work, work, work, work
Let my body do the work, work, work, work, work, work, work

Do the work, do the work, yeah yeah
We can work from home, oh oh oh oh oh
We can work from home, oh oh oh oh oh
Yeah, we can work from home, oh oh yeah
We can work from home, oh oh yeah",Contemporary R&B,Collab,-0.032936507936507944,0
156,2016,This Is What You Came For,Calvin Harris / Rihanna,17,Calvin Harris,Rihanna,,,"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, oh, oh

Lightning, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, oh, oh

We go fast 'til they can't replay
Who knows why it's gotta be this way
We say nothing more than we need
I say ""your place"" when we leave

Lightning, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, oh, oh

Baby, this is what you came for
Lightning strikes every time she moves
Yeah

Lightning, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, you, oh, oh
You, oh, oh, oh, oh",Not Found,Collab,0.35,1
157,2016,Cake By The Ocean,DNCE,18,DNCE,,,,"Mmm ba na

Oh, no
See you walking 'round like it's a funeral
Not so serious, girl, why those feet cold?
We just getting started, don't you tiptoe, tiptoe, ah

Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rolling with me, yeah, you should be rolling with me, ah
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're moving so carefully, let's start living dangerously

Talk to me, baby
I'm going blind from this sweet, sweet craving, whoa-oh
Let's lose our minds and go fucking crazy
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh
Walk for me, baby
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh

Na na na yeah

God damn
See you licking frosting from your own hands
Want another taste, I'm begging, yes, ma'am
I'm tired of all this candy on the dry land, dry land, oh

Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rolling with me, yeah, you should be rolling with me, ah
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're moving so carefully, let's start living dangerously

Whoa, talk to me, baby
I'm going blind from this sweet, sweet craving, whoa-oh
Let's lose our minds and go fucking crazy (Ah)
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh

Ooh ha
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh
Ooh ha
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh

Hey
You're fucking delicious
Ha ha ha
Talk to me, girl (Huh)

Talk to me, baby
I'm going blind from this sweet, sweet craving, whoa-oh
Let's lose our minds and go fucking crazy
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy (And go what, that's right)
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh (I'm ready)
(Ah yeah)

Red velvet, vanilla, chocolate in my life
Funfetti, I'm ready, I need it every night
Red velvet, vanilla, chocolate in my life
Ah ya ya ya ya, I keep on hoping we'll eat cake by the ocean, uh",Disco,Group,-0.12724867724867725,0
