,year,song,artists,rank,artist1,artist2,artist3,artist4,lyrics,genre,lyrics_sentiment,sentiment,artist_type
753,2016,Oui,Jeremih,55,Jeremih,,,,"Ah ah ah ah ah
Ah ah ah ah ah
Ah ah ah ah ah...

I think about all the time
Think you may need all of mine
Hate to say you know that love is blind
I'm 'bout to see, I'll close my eyes
(Truth is) They can't see you in here though
Most of them need dollar signs to make
Every day your birthday
And every night your Valentine...

If we tried that we could be
Somewhere the climate is warm, long as you around me
I swear that everything will be just fine
I wish that we could take some time
Go anywhere, baby I don't mind
Grown man, in my suit and tie
Hey, there's no we without you and I
Oh, yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I
Oh yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I

See my baby know, where my baby go, I go
It's no better feeling, you know when I'm next to her for sure
Oh how can they hate? Gotta get this off my chest
Oh girl, I think I love you, I swear your shit look best
Friends, they know they hate, they don't get the best
Ah yeah, I think I love you, oh baby maybe

If we tried that we could be
Somewhere the climate is warm, long as you around me
I swear that everything will be just fine
I wish that we could take some time
Go anywhere, baby I don't mind
Grown man, in my suit and tie
Hey, there's no we without you and I
Oh, yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I
Oh yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I

Ooh, da du du du du
Ooh, da du du du du
Ooh, da du du du du
Ooh, da du du du du

If we tried that we could be
Somewhere the climate is warm, long as you around me
I swear that everything will be just fine
I wish that we could take some time
Go anywhere, baby I don't mind
Grown man, in my suit and tie
Hey, there's no we without you and I
Oh, yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I
Oh yeah, ah yeah, ah ah yeah
Hey, there's no we without you and I",R&B/Soul,0.1760869565217391,1,male
754,2016,Hands To Myself,Selena Gomez,56,Selena Gomez,,,,"Can't keep my hands to myself

No matter how hard I'm trying to
I want you all to myself
You're metaphorical gin and juice
So come on, give me a taste
Of what it's like to be next to you
Won't let one drop go to waste
You're metaphorical gin and juice

'Cause all of the doubts and the outbursts
Keep making love to each other
And I'm trying, trying, I'm trying, trying
All of the doubts and the outbursts
Keep making love to each other
And I'm trying, trying, I'm trying, but I

Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
My hands to myself

My doctor say you're no good
But people say what they wanna say
And you should know if I could
I'd breathe you in every single day

All of the doubts and the outbursts
Keep making love to each other
And I'm trying, trying, I'm trying, trying
All of the doubts and the outbursts
Keep making love to each other
And I'm trying, trying, I'm trying, but I

Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
My hands to myself

Can't keep my hands to myself
I want it all, no, nothing else
Can't keep my hands to myself
Give me your all and nothing else
Oh, I, I want it all
I want it all, I want it all
Can't keep my hands to myself
I mean I could, but why would I want to?

My hands to myself
Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
I want it all, no, nothing else
Can't keep my hands to myself
Give me your all and nothing else
Can't keep my hands to myself",Electronic,0.01715029761904762,1,female
755,2016,2 Phones,Kevin Gates,57,Kevin Gates,,,,"Hello? What the deal? Bet

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'

Button start the foreign, oh my God I'm gorgeous
I just put the key inside my pocket park
It might not get to see, this a new Ferrari
Man in the mirror, how you choose to bother
Someone said they callin', I don't feel like talkin'
Everything is different, turned the way I bought it
Phone be interrupting me while I'm recordin'
Phone be making women feel they unimportant
Call my dog, he say it's all the way retarded
Keep the ore 'cause I am not using the Foreman
Kitchen, I just finished up a new performance
Hater, wish you well
I got clientele
I just got it off the scale

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'

There they go again, one of my lil friends
They don't give a damn how a nigga been
All they wanna know is what I got to give
How much did I spend? What I got to lend?
What I did and what I didn't do for them
Bricks comin' in somewhere on the rim
Section doin' numbers, nowhere by a gym
Rappin' bottles spin, I'm supplin' 10
Jumpin' out a Honda, I just got it in
Askin' what I cop, none of your concern
One day you gone learn what you tryna get
Everything on sale, goin' out of biz
Partners up in jail, gotta feed the kids
Juggin' 'round the city, you know what it is
Bread winner business, put that on the wrist

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'

Ring, ring, ringin' man
Find me balling hard
Come from grinding hard
Getting calling cards from your Barbie doll
When she 'round me she know I'm her bodyguard
Money callin' for me, baby girl I'm sorry
You just side yelling you not that important
Waist shaper I could pin you to the carpet
Smell like tarter, I'mma put you in the water
Conversation cost a lot of chips
She don't really get a lot of this
Engagin' where I'm gazin' at her hips
And ain't nobody makin' no attempts
Amazing clip, hanging, slanging dick
Maybe we can make it takin' trips
Maybe I was thinkin' too impatient
Phone ringing, hold up, what it is?

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'",Hip Hop/Rap,0.12090347923681258,1,male
756,2016,Starboy,The Weeknd / Daft Punk,58,The Weeknd,Daft Punk,,,"I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb' just to tease you, ah

None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch out of your league too, ah
Side bitch out of your league too, ah

House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face
Man, I love my baby

You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy

Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
Pull off in that Roadster SV, ah
Pockets overweight, gettin' hefty, ah

Coming for the king, that's a far cry, ah
I come alive in the fall time, I
No competition, I don't really listen
I'm in the blue Mulsanne pumping New Edition

House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face
Man, I love my baby

You talking money, need a hearing aid
You talking 'bout me, I don’t see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I’m a motherfuckin' starboy
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin’ starboy

Let a nigga Brad Pitt
Legend of the fall took the year like a bandit
Bought mama a crib and a brand new wagon
Now she hit the grocery shop looking lavish

Star Trek roof in that Wraith of Khan
Girls get loose when they hear this song
100 on the dash, get me close to God
We don't pray for love, we just pray for cars

House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face
But I love my baby

You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy

(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy",Electronic,0.13154623154623155,1,Collab
757,2016,For Free,DJ Khaled / Drake,59,DJ Khaled,Drake,,,"Would you fuck me for free?
Another one
We the Best Music! Major Key! DJ Khaled!

I go on and on
Can't understand how I lasted so long
I must have the superpowers
Last 223 thousand hours
It's 'cause I'm off of CC
And I'm off the Hennessy
And like your boy from Compton said
You know this dick ain't free!
I got girls that I shoulda made pay for it
Got girls that I should made wait for it
Got girls that'll cancel a flight back home
Stay another day for it
You got attitude on na na
And your pussy on agua
And your stomach on flat flat
And your ass on what's that?
And, yeah, I need it all right now
Last year I had drama, girl not right now
I was never gon' chat what we talkin' about
You the only one I know could fit it all in her... man

I always wonder if you ask yourself
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to fuck for free?
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to...

Fuck for free
I know you workin' day and night to get a college degree
Bet nobody that you've been with even know you a freak, right?
You know you only do that with me, right?
Yeah, double checkin' on you
You know I never put the pressure on you
You know that you make your own mind up
You knew what it was when you signed up
Now you gotta run it up
I be out of words, tryna sum it up
Girl you throw it back like one love
Even let me slash on the tour bus
Yeah I talk to her but she don't do enough
Even though you in the hood I'm still pullin' up
Dip, dip, straight to your doorstep
This the real thing, can you feel the force yet

I always wonder if you ask yourself
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to fuck for free?
Is it just me?
Yeah, Is it just me?
Or is this sex so good I shouldn't have to...
Would you fuck me for free?

Another one
They don't want me to have another anthem
So I made sure I got another anthem
It's We The Best OVO
Summers ours
It always has been
Don't ever play yourself
One time for Future the Prince
One time for 40
One time for Drake
Another one
Bless up",Not Found,0.2043118466898955,1,Collab
758,2016,Never Be Like You,Flume / Kai,60,Flume,Kai,,,"What I would do to take away
This fear of being loved
Allegiance to the pain
Now I'm fucked up and I'm missing you
Never be like you

I would give anything to change
This fickle-minded heart
That loves fake shiny things
Now I'm fucked up and I'm missing you
Never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

How do I make you wanna stay?
Hate sleeping on my own
Missing the way you taste
Now I'm fucked up and I'm missing you
Never be like you

Stop looking at me with those eyes
Like I could disappear
And you wouldn't care why
Now I'm fucked up and I'm missing you
Never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
Never be like you

Baby please, baby please believe me
C'mon take it easy
Please don't ever leave me
Never be like you",Contemporary R&B,-0.034313725490196095,0,Collab
759,2016,In The Night,The Weeknd,61,The Weeknd,,,,"All alone she was living
In a world without an end or beginning
Babygirl was living life for the feeling
But I don't mind, I don't mind
And all the wrongs she committed
She was numb and she was so co-dependent
She was young and all she had was the city
But I don't mind, I don't mind

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)

He sang a song when he did it
He was cold and he was so unforgiving
Now she dances to the song on the minute
Yeah, all the time, all the time
It made her weak when she hear it
And it got her on her knees like religion
She was young and she was forced to be a woman
Yeah, all the time, all the time

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)

I don't think you understand...
In the night she hears them calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
In the night when she comes crawling
Dollar bills and tears keep falling down her face
She'll never walk away (I don't think you understand)",R&B/Soul,-0.05705128205128206,0,male
760,2016,Me Too,Meghan Trainor,62,Meghan Trainor,,,,"Who's that sexy thang I see over there?
That's me, standin' in the mirror
What's that icy thang hangin' 'round my neck?
That's gold, show me some respect

I thank God every day
That I woke up feelin' this way
And I can't help lovin' myself
And I don't need nobody else, nuh

If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too
If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too

I walk in like a dime piece
I go straight to VIP
I never pay for my drinks
My entourage behind me
My life's a movie, Tom Cruise
So bless me, baby, achoo
And even if they tried to
They can't do it like I do

I thank God every day
That I woke up feelin' this way
And I can't help lovin' myself
And I don't need nobody else, nuh

If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too
If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too

Turn the bass up
Turn the bass up
Turn the bass up
Let's go

I thank God every day
That I woke up feelin' this way
And I can't help lovin' myself
And I don't need nobody else, nuh

If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too
If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too
If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too
If I was you, I'd wanna be me too
I'd wanna be me too
I'd wanna be me too",Pop,-0.05625000000000001,0,female
761,2016,Ex's & Oh's,Elle King,63,Elle King,,,,"Well, I had me a boy, turned him into a man
I showed him all the things that he didn't understand, whoa
And then I let him go

Now, there's one in California who's been cursing my name
'Cause I found me a better lover in the UK, hey hey
Until I made my getaway

One, two, three, they gonna run back to me
'Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's

Had a summer lover down in New Orleans
Kept him warm in the winter, left him frozen in the spring, my my
How the seasons go by

I get high and I love to get low
So the hearts keep breaking and the heads just roll, you know
That's how the story goes

One, two, three, they gonna run back to me
'Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go

My ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's

One, two, three, they gonna run back to me
Climbing over mountains and a-sailing over seas
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

My ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go

Ex's and the oh's, they haunt me
Like a-ghosts, they want me
To make 'em all
They won't let go
Ex's and oh's",Pop/Rock,0.23380050505050506,1,female
762,2016,Die A Happy Man,Thomas Rhett,64,Thomas Rhett,,,,"Baby, last night was hands down
One of the best nights
That I've had, no doubt
Between the bottle of wine
And the look in your eyes and the Marvin Gaye
Then we danced in the dark under September stars in the pourin' rain

And I know that I can't ever tell you enough
That all I need in this life is your crazy love
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh, if all I got is your hand in my hand
Baby, I could die a happy man
A happy man, baby

Baby, that red dress brings me to my knees
Oh, but that black dress makes it hard to breathe
You're a saint; you're a goddess; the cutest; the hottest; a masterpiece
It's too good to be true, nothing better than you
In my wildest dreams

And I know that I can't ever tell you enough
That all I need in this life is your crazy love
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh if all I got is your hand in my hand
Baby, I could die a happy man, yeah

I don't need no vacation, no fancy destination
Baby, you're my great escape
We could stay at home, listen to the radio
Or dance around the fireplace

Well, if I never get to build my mansion in Georgia
Or drive a sports car up the coast of California
Oh, if all I got is your hand in my hand
Baby, I could die a happy man

Baby, I could die a happy man
Baby, I could die a happy man
Oh, I could die a happy man
You know I could, girl
I could die, I could die a happy man",Contemporary Country,0.35144444444444445,1,male
763,2016,White Iverson,Post Malone,65,Post Malone,,,,"Double OT
I'm a new three

Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin' oh ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot yeah
Spendin', I'm spendin' all my fuckin' pay

I got me some braids and I got me some hoes
Started rockin' the sleeve, I can't ball with no Jordans
You know how I do it, Concords on my toes
(This shit is hard)
I ain't rich yet, but you know I ain't broke, I
So if I see it, I like it, buy that from the store, I
I'm with some white girls and they lovin' the coca
Like they're OT
Double OT like I'm KD, smokin' OG
And you know me, in my 2-3s and my gold teeth
Bitch I'm smiling, bet you see me from the nosebleeds
I'm the new 3 and I change out to my new 3s

White Iverson
When I started ballin' I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won

Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin' oh ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot yeah
Spendin', I'm spendin' all my fuckin' pay

Cigarettes and a headband
Commas, commas in my head, man
Slumped over like a dead man
Red and black, 'bout my bread, man
I'm the answer, never question
Lace up, learn a lesson
Bitch I'm saucin', I do this often, don't do no talkin'
My options right when I walk in, jump all them Jordans
I'm ballin', money jumpin'
Like I'm Davis from New Orleans
Or bitch I'm Harden, I don't miss nothin'
Fuck practice, this shit just happens, know y'all can't stand it
I have it, I'll never pass it, I work my magic
High average, ball on these bastards, it makes me happy
It's tragic, I make it happen, and all y'all Shaqtin'

White Iverson
When I started ballin' I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won

Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin' oh ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot yeah
Spendin', I'm spendin' all my fuckin' pay",Hip Hop/Rap,0.020313419913419905,1,male
764,2016,Close,Nick Jonas / Tove Lo,66,Nick Jonas,Tove Lo,,,"Nick Jonas:
Oh damn, oh damn, oh damn
I'm so perplexed
With just one breath, I'm locked in
Oh damn, oh damn, oh damn
I'm so perplexed
On that, it's almost shocking
I know, I know you know you're scared
Your heart, your mind, your soul, your body
They won't, they won't, they won't be careful
But I guess that you don't know me

'Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
'Cause space is just a word made up by someone who's afraid to get too...

Close, ooh
Oh, so close, ooh
I want you close, ooh
'Cause space is just a word made up by someone who's afraid to get close, ooh
Oh, so close, ooh
I want you close, ooh
Oh, I want you close, and close ain't close enough, no

Tove Lo:
Oh man, oh man
I am not really known for ever being speechless
But now, but now somehow
My words roll off my tongue right onto your lips, oh
I'm keeping cool while you keep smiling
Saying all the things I'm thinking
Oh man, oh man
I am like you so I want proof of what you're feeling

'Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
'Cause space is just a word made up by someone who's afraid to get too...

Both:
Close, ooh
Oh, so close, ooh
I want you close, ooh
'Cause space was just a word made up by someone who's afraid to get close, ooh
Oh, so close, ooh
I want you close, ooh
Oh, I want you close, and close ain't close enough, no

'Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
'Cause space was just a word made up by someone who's afraid to get too... close

Close, ooh
Oh, so close, ooh
I want you close, ooh
'Cause space was just a word made up by someone who's afraid to get close, ooh
Oh, so close, ooh
I want you close, ooh
Oh, I want you close, and close ain't close enough, no
Oh, I want you close, and close ain't close enough, no",Pop,-0.19789915966386556,0,Collab
765,2016,Unsteady,X Ambassadors,67,X Ambassadors,,,,"Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady
Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady

Mama, come here
Approach, appear
Daddy, I'm alone
'Cause this house don't feel like home

If you love me, don't let go
If you love me, don't let go

Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady
Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady

Mother, I know
That you're tired of being alone
Dad, I know you're trying
To fight when you feel like flying

But if you love me, don't let go
If you love me, don't let go

Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady
Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady

Hold, hold on, hold onto me
'Cause I'm a little unsteady
A little unsteady",Indie Rock,-0.053947368421052626,0,Group
766,2016,Sucker For Pain,Lil Wayne/ Wiz Khalifa / Imagine Dragons / Logic / Ty Dolla $ign Feat./Ambassadors,68,Lil Wayne,Wiz Khalifa,Imagine Dragons,Logic,"I torture you
Take my hand through the flames
I torture you
I'm a slave to your games

I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain

I'm a sucker for pain, I got the squad tatted
On me from my neck to my ankles
Pressure from the man got us all in rebellion
We gon' go to war, yeah, without failure

Do it for the fam, dog, ten toes down, dog
Love and the loyalty that's what we stand for
Alienated by society
All this pressure give me anxiety

Walk slow through the fire
Like, who gon' try us?
Feeling the world go against us
So we put the world on our shoulders

I torture you
Take my hand through the flames
I torture you
I'm a slave to your games

I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain

I been at it with my homies, it don't matter; you don't know me
I been rollin' with my team, we the illest on the scene
I been riding 'round the city with my squad
I been riding 'round the city with my squad

We just posted, getting crazy, living like this is so amazing
Hold up, take a step back when we roll up, 'cause I know what
We been loyal, we been fam, we the ones you trust in
Won't hesitate to go straight to your head like a concussion

I know I been bustin', no discussion for my family
No hesitation, through my scope, I see my enemy
Like what's up? Hold up, we finna reload up
Yes, I reload up, I know what up, I know what up

I torture you
Take my hand through the flames
I torture you
I'm a slave to your games

I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain

I'm devoted to destruction
A full dosage of detrimental dysfunction
I'm dying slow but the devil tryna rush me
See, I'm a fool for pain, I'm a dummy

Might cut my head off right after I slit my throat
Tongue kiss a shark, got jealous bitches up in the boat
Eating peanut butter and jellyfishes on toast
And if I get stung, I get stoked, might choke

Like I chewed a chunk of charcoal, naked in the North Pole
That's why my heart cold, full of sorrow, the lost soul
And only Lord knows when I'm coming to the crossroads
So I don't fear shit but tomorrow

And I'm a sucker for pain, it ain't nothing but pain
You just fuckin' complain, you ain't tough as you claim
Just stay up in your lane, just don't fuck with Lil Wayne
I'm a jump from a plane or stand in front of a train

'Cause I'm a sucker for pain

Used to doing bad, now we feel like we just now getting it
Ain't got no other way so we started and finished it

No pain, no gain
Never stand down, made our own way
Never going slow, we pick up the pace
This is what we wanted from a young age

No emotion, that's what business is
Lord have mercy on the witnesses

I torture you
Take my hand through the flames
I torture you
I'm just a sucker for pain

More pain
Got me begging, begging, begging, begging, begging, begging
For more pain
Got me begging, begging, begging, begging, begging, begging

For more pain
Got me begging, begging, begging, begging, begging, begging
For more pain
Got me begging",Not Found,-0.064484126984127,0,Collab
767,2016,Down In The DM,Yo Gotti / Nicki Minaj,69,Yo Gotti,Nicki Minaj,,,"I see your girl post her BM, so I hit her in her DM
All eyes yeah I see 'em, yeah this your man I hate to be him (whoop)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)

I tell her, Snapchat me that pussy or Facetime me that pussy if it's cool
(Whoo) boy my DM poppin', (DM poppin') my DM just caught a body
I got celeb's in this DM, they breaking news if they see them
But naw we don't do no talking
(We don't do no talking), we see sucker shit too often (fuck niqqa)

I see your girl post her BM, so I hit her in her DM
All eyes yeah I see 'em, yeah this your man I hate to be him (whoop)
It goes down in the DM (it go down) it go down in the DM (it go down), it go... down)
It goes down in the DM (it go down) it go down in the DM (it go down), it go... down)

I tell her, don't you hate when you get screenshot? (petty)
Bitch that DM wasn't for everybody (rules) I love the gram I love the gram
(I love the gram) I'm addicted to it I know I am (I know I am) and I just followed Angela Simmons
Boy I got a crush on Angela Simmons they like ""damn Fotti you bold"" fuck it imma let the world know
Goals

I see your girl post her BM, so I hit her in her DM
All eyes yeah I see 'em, yeah this your man I hate to be him (whoop)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)

I tell her, Snapchat me that pussy, Snapchat me that pussy if it's cool
I see your girl post her BM, so I hit her in her DM
All eyes yeah I see 'em, yeah this your man I hate to be him (whoop)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)
It goes down in the DM (it go down) it go down in the DM (it go down, it go... down)
I tell her",Not Found,-0.1676587301587302,0,Collab
768,2016,Luv,Tory Lanez,70,Tory Lanez,,,,"We ah sip the Henny for the day baby
Bad man, we no stray baby
Oops I done fell for your way baby
I know girl but, everyone falls...

And I know from the first time, the first time
I seen your love, you got me baby
Even though girl I know that I will fall for you
You got to know that everyone falls
Oops I done fell so deep baby
Oops I want you for me baby
Oops I want you for me baby
Oops I done fell so deep 'cause...

Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
If you let me love you, love you, love you for long time baby
If you let me touch you, and if you let me love you 'til the morning, oh

Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you

We ah sip that Henny for the day baby
Come my, my way baby
Top down on the highway baby
And if you let me love you
Shawty she ain't even got a visa
Out of town, one night teaser
Need to tell them other niggas ease up
I'm falling but everyone falls

And I know from the first time, the first time
I seen your love, you got me baby
Even though girl I know that I will fall for you
You got to know that everyone falls
Oops I done fell too deep baby
Oops I think you got me baby
Oops I want you for me baby
I'm fallin' but
(But everyone falls...)

Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
If you let me love you, love you, love you for long time baby
If you let me touch you, and if you let me love you 'til the morning, oh

Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm

And if you want me
And if you let me love you now
It's true what I need
Is someone for love me right now
It's true I'm a freak
It's time to love you now
And if you want me
I'm falling

Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
If you let me love you, love you, love you for long time baby
If you let me touch you, and if you let me love you 'til the morning, oh

Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me love you, yeah",Dancehall,0.34122574955908286,1,male
